,Media Source,Date,Text,Compound,Tweet Count
293,CNN,Thu Mar 08 12:50:05 +0000 2018,"The controversial statue that critics have deemed as ""San Francisco's monument to white supremacy"" is coming off it… https://t.co/yKIpBEV3ja",-0.4215,94
294,CNN,Thu Mar 08 12:40:11 +0000 2018,'I never told anyone': 5 women's stories of sexual abuse at the Hajj #AsEquals https://t.co/29od5ZBFRv https://t.co/KvJSZCbKyg,-0.6369,95
295,CNN,Thu Mar 08 12:32:00 +0000 2018,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/IItXisEVsJ",0.5574,96
296,CNN,Thu Mar 08 12:30:07 +0000 2018,Some Democratic lawmakers fear arming school staff could harm black and Hispanic students https://t.co/5lbWNzwxQU https://t.co/Tr0YskSZBC,-0.7717,97
297,CNN,Thu Mar 08 12:21:26 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/EIUrtm3rwp,0.0,98
298,CNN,Thu Mar 08 12:10:11 +0000 2018,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/QaYLYApLVi",0.0,99
299,CNN,Thu Mar 08 12:00:21 +0000 2018,"5 things for Thursday:

- The White House
- Russia investigation
- Florida school shooting
- UK and Russia
- Aung S… https://t.co/fe9IBVt8YY",0.0,100
300,FOX,Thu Mar 08 23:42:03 +0000 2018,Hi friends! I’m looking for new opportunities to put my multidisciplinary skills to good use within a diverse organ… https://t.co/Chl7QaEgSe,0.8356,1
301,FOX,Thu Mar 08 23:08:31 +0000 2018,@ANZ_AU You can email me at hi@thefox.is.,0.0,2
302,FOX,Thu Mar 08 22:20:51 +0000 2018,"@Mandy_Kerr Back at you, Mandy! You’re amazing! ✨",0.658,3
303,FOX,Thu Mar 08 22:20:32 +0000 2018,@happycrappie thank you!,0.4199,4
304,FOX,Thu Mar 08 21:27:38 +0000 2018,"RT @shailjapatel: Read women.
Cite women.
Credit women.

Teach women.
Publish women.
Present women.

Acknowledge women.
Award women.
Amplif…",0.7269,5
305,FOX,Thu Mar 08 21:26:51 +0000 2018,"RT @EricaJoy: Men! Celebrate #InternationalWomensDay by taking direct action:
🌟 Tell the women you work with how much you get paid.
🌟 If yo…",0.6114,6
306,FOX,Thu Mar 08 08:57:37 +0000 2018,Another release of @jsconfeu tickets is happening in a few minutes and you don’t want to miss out. https://t.co/MX1CYi6kiK,-0.0772,7
307,FOX,Thu Mar 08 08:32:47 +0000 2018,"Everything about this—”the absence of no is not consent.”

https://t.co/58usW9cFxH",-0.296,8
308,FOX,Thu Mar 08 07:42:40 +0000 2018,"Don’t try to shame me for your lack of professionalism and overconfident behaviour. 

Tl:dr; don’t work for @ANZ_AU.",-0.6597,9
309,FOX,Thu Mar 08 07:39:19 +0000 2018,"I told her how offensive and exclusionary those things were. Her reply:

”I'm disappointed with your interpretation… https://t.co/diQiVBdLF0",-0.7269,10
310,FOX,Thu Mar 08 07:23:41 +0000 2018,I got emailed by someone at @ANZ_AU who not only insinuated that I’m after ”fancy titles” after I said I want to dr… https://t.co/kpCyQY3i1z,0.0772,11
311,FOX,Thu Mar 08 02:54:19 +0000 2018,"@theroyals hey, thanks but that doesn’t sound like me, and I find a bunch of the language on your site problematic.",0.09,12
312,FOX,Thu Mar 08 02:52:30 +0000 2018,"I think I’m going to collect “the best” team pages and toxic statements I see when looking for a new role. Already seen so many.

🤢",0.0,13
313,FOX,Thu Mar 08 02:50:10 +0000 2018,"@Catharz Thanks! I’ve interviewed in the past, but unfortunately, it didn’t fulfil my requirements on diversity and inclusion.",-0.3489,14
314,FOX,Thu Mar 08 02:46:52 +0000 2018,"@s_mcleod 👋🏻 thanks! unfortunately, I think I’m mostly looking to steer away from traditional front-end roles to so… https://t.co/VJ18W89w3A",0.2003,15
315,FOX,Thu Mar 08 02:38:56 +0000 2018,@stephenbelanger 👋🏻 Elastic has been recommended to me several times now. I would be keen to chat to someone. Would… https://t.co/YOKEU5HWVf,0.5106,16
316,FOX,Thu Mar 08 02:30:05 +0000 2018,"@mikerapp haha, please feel free to. I was inspired by wonderful @lrnrd :)",0.9552,17
317,FOX,Thu Mar 08 02:29:38 +0000 2018,"@d2kagw @camplexer 👋🏻  sure! would you be able to drop a line at hi@thefox.is with more details, please?",0.4714,18
318,FOX,Thu Mar 08 02:27:14 +0000 2018,"@breskeby hey, thanks! unfortunately, I don’t want to pursue the path of a front/JS developer so it wouldn’t be a good fit :)",0.8588,19
319,FOX,Thu Mar 08 00:55:38 +0000 2018,RT @chanelpuke: when you get bad vibes from someone but you can't justify your dislike for them because they haven't technicalIy done anyth…,0.1346,20
320,FOX,Thu Mar 08 00:49:51 +0000 2018,@superhighfives Which park is this?!,0.0,21
321,FOX,Thu Mar 08 00:38:56 +0000 2018,"@maxvoltar Heh, got too excited and didn’t notice the “US remote”. Forever sad face of not willing to relocate to San Francisco. 

😭",-0.3182,22
322,FOX,Thu Mar 08 00:38:08 +0000 2018,@maxvoltar @goabstract Oh hi hello 👋🏻 https://t.co/3xme16xAIz,0.0,23
323,FOX,Thu Mar 08 00:37:27 +0000 2018,"RT @amberdawn: The product I've been working on launched today! @begin is a new way to handle tasking - create tasks, pick the one you're f…",0.4389,24
324,FOX,Wed Mar 07 23:35:58 +0000 2018,"@sara_ann_marie I have failed at this multiple times before, but I try my best to step out of my white cis privileg… https://t.co/0Ooul9WLgq",0.6858,25
325,FOX,Wed Mar 07 23:30:24 +0000 2018,"Having the audacity to talk about diversity and have a bunch of cis, able-bodied, white women is just eternally amazing.",0.5859,26
326,FOX,Wed Mar 07 23:26:16 +0000 2018,The all white women panel is the new all-male panel. https://t.co/xDGHNGWC49,0.0,27
327,FOX,Wed Mar 07 23:17:40 +0000 2018,RT @sara_ann_marie: We're working on getting @noyougoshow in front of new audiences—where do y'all think we should be featured? Orgs we sho…,0.0,28
328,FOX,Wed Mar 07 23:17:27 +0000 2018,"@dantoml *nods*

Or no careers page, no benefits, no process explained, nothing.",-0.4588,29
329,FOX,Wed Mar 07 23:15:16 +0000 2018,I don’t know if the majority of men realise the magnitude of mental energy needed to find a job as a member of an u… https://t.co/xCUFjAE2UD,0.2732,30
330,FOX,Wed Mar 07 23:06:44 +0000 2018,Looking for a job makes me realise how little has changed in the tech industry as I browse through countless almost… https://t.co/HbM885Ah1k,0.0,31
331,FOX,Wed Mar 07 22:27:26 +0000 2018,"RT @fox: 🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and leadership roles.…",0.4389,32
332,FOX,Wed Mar 07 21:44:50 +0000 2018,"Oh look, it’s the show off your women to avoid getting called out day!",-0.3595,33
333,FOX,Wed Mar 07 19:54:53 +0000 2018,@DevelopSean Thanks Sean! I appreciate it.,0.7088,34
334,FOX,Wed Mar 07 09:45:02 +0000 2018,@mr_lundis Ah. It sounded like it’s only on site. I’ll have a look!,0.4199,35
335,FOX,Wed Mar 07 09:43:47 +0000 2018,@mr_lundis Sounds interesting but I’m in Australia and not relocating :),-0.3335,36
336,FOX,Wed Mar 07 09:39:32 +0000 2018,"@peres Thank you, but I’m not looking to relocate. :)",0.6956,37
337,FOX,Wed Mar 07 09:36:36 +0000 2018,@limbera I didn’t see it at all! Would you mind sharing some details through email?,0.4753,38
338,FOX,Wed Mar 07 09:35:30 +0000 2018,@tjalve Nope :),0.4588,39
339,FOX,Wed Mar 07 08:28:30 +0000 2018,Hi European friends 👋🏻 I’m looking for a new job. Find more details below. ⬇️ https://t.co/3xme16Pc79,0.4767,40
340,FOX,Wed Mar 07 06:33:15 +0000 2018,@z_rose Hey! You can email hi at https://t.co/vah0lKuzCY.,0.0,41
341,FOX,Wed Mar 07 05:00:04 +0000 2018,What I’ve learned over the years is that often denying lack of inclusion is much worse than being honestly exclusionary.,-0.5859,42
342,FOX,Wed Mar 07 04:55:54 +0000 2018,"You are right, there are 6% (7/101 instructors) of women instructors judging based on https://t.co/2JyuREYsYu (pron… https://t.co/JtEKL6cacH",0.0,43
343,FOX,Wed Mar 07 04:47:06 +0000 2018,"RT @sara_ann_marie: 4. If an organizer doesn't know where to find more diverse speakers, ask them why not. How do they find speakers now? W…",0.0,44
344,FOX,Wed Mar 07 04:47:01 +0000 2018,"RT @sara_ann_marie: Specific things I do:
1. Ask organizers what they're doing to ensure a diverse lineup. 
2. Listen closely to the answer…",0.3818,45
345,FOX,Wed Mar 07 04:41:52 +0000 2018,"RT @CharlotteAlter: Bumble expels anyone who uses hate speech, has a 0 tolerance harassment policy, regularly removes trolls, and is now ba…",-0.8225,46
346,FOX,Wed Mar 07 04:20:11 +0000 2018,@brianleroux @benschwarz Paging @jahoni 😂,0.0,47
347,FOX,Wed Mar 07 03:56:25 +0000 2018,@twholman How do I live up to this now 😂 thank you!,0.4199,48
348,FOX,Wed Mar 07 03:54:49 +0000 2018,@DevelopSean indeed! Thank you!,0.4738,49
349,FOX,Wed Mar 07 02:31:05 +0000 2018,@DevelopSean @InVisionApp Anyone I could talk to? :),0.4588,50
350,FOX,Wed Mar 07 01:45:38 +0000 2018,@jennschiffer Beautiful art boobs. Congrats! 👏🏻,0.8221,51
351,FOX,Wed Mar 07 01:41:24 +0000 2018,"Also, if you have recommendations or can introduce me to good people, please do! 🙇🏻‍♀️",0.6696,52
352,FOX,Wed Mar 07 01:39:26 +0000 2018,"@malchata Thank you, Jeremy! 🌸",0.4199,53
353,FOX,Wed Mar 07 01:39:08 +0000 2018,"@Folletto It could be an option, could you introduce me to anyone I can talk to? :)",0.4588,54
354,FOX,Wed Mar 07 00:04:33 +0000 2018,"@frameshiftllc Oh, I have never seen any examples of such transparency. Thank you for sharing!",0.68,55
355,FOX,Tue Mar 06 23:58:16 +0000 2018,@emanuil_tolev Thank you Emanuil!,0.4199,56
356,FOX,Tue Mar 06 23:57:53 +0000 2018,@saltnburnem Thank you for your kind words!,0.7345,57
357,FOX,Tue Mar 06 23:57:37 +0000 2018,"@andymcmillan 😭

Thank you, Andy! 💐",0.4199,58
358,FOX,Tue Mar 06 23:31:16 +0000 2018,"🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and le… https://t.co/0T3EgXuCMK",0.4389,59
359,FOX,Tue Mar 06 22:36:40 +0000 2018,"@jenistyping Yep, I’m seeing a lot of people charging and making decent money, not giving back to the community or… https://t.co/rNdb3tSwf5",0.0423,60
360,FOX,Tue Mar 06 10:39:55 +0000 2018,"RT @uveavanto: Saw these, thought I would share. https://t.co/XXisevHRrz",0.296,61
361,FOX,Tue Mar 06 10:38:14 +0000 2018,RT @QVWCmelb: ‘We all care. How do we translate that into action? The data shows that we won’t get to gender pay equity for another 50 year…,0.4215,62
362,FOX,Tue Mar 06 07:49:18 +0000 2018,RT @QVWCmelb: ‘In 2018 we shouldn’t be talking about STEM education. We should be talking about algorithm design. It’s a human right and sh…,0.0,63
363,FOX,Tue Mar 06 06:29:05 +0000 2018,"RT @MandelaSH: 9 in 10 VCs are White and Asian men
9 in 10 VC-backed founders are White and Asian men
Coincidence? 🤔",0.0,64
364,FOX,Tue Mar 06 01:15:21 +0000 2018,RT @ikasliwal: A hard truth about women's spaces in Slack https://t.co/NBjHCGD3yN,0.2263,65
365,FOX,Tue Mar 06 01:14:33 +0000 2018,"RT @aahunsberger: Words matter. I have been called all these things. 

I am not aggressive. I am assertive - I know what i want. 
I am not…",0.2129,66
366,FOX,Tue Mar 06 00:01:31 +0000 2018,"When your neighbourhood coffee shop plays Jungle (loud) and brings you bottomless filter. ❤️

https://t.co/8pq3hOhZF7",0.25,67
367,FOX,Mon Mar 05 23:30:12 +0000 2018,"Claiming care and commitment to diversity and inclusion, charging for tickets, having sponsors but NOT PAYING speak… https://t.co/WVbD6YOw9r",0.4404,68
368,FOX,Mon Mar 05 23:27:14 +0000 2018,Any diversity and inclusion event not paying their speakers is perpetuating systems of injustice and the precedent… https://t.co/N7mARvzGJf,-0.5719,69
369,FOX,Mon Mar 05 23:24:01 +0000 2018,Evergreen mood. https://t.co/46SrAc4PKY,0.0,70
370,FOX,Mon Mar 05 23:18:56 +0000 2018,"RT @projectinclude: Did you know: the pay gap between white women and women of color is the fastest growing income inequality there is, acc…",0.0772,71
371,FOX,Mon Mar 05 20:53:25 +0000 2018,@ohhoe I have called out that guy multiple times and all I got was hostile snark. I wouldn’t expect much from him a… https://t.co/3fzrczcPHj,-0.3818,72
372,FOX,Mon Mar 05 07:21:53 +0000 2018,I think my level of stress and exhaustion warrants a silent yoga and meditation retreat,-0.5423,73
373,FOX,Mon Mar 05 07:13:40 +0000 2018,@vaurorapub @sw All I ask is one day when I don’t have to bend backwards to prove I’m “worthy” and “exceptional”,0.0,74
374,FOX,Mon Mar 05 07:12:10 +0000 2018,"@decryption The NYT article is horrible and doing a massive disservice. Nonetheless, research about the founders is… https://t.co/2ofMnMgbDT",-0.5423,75
375,FOX,Mon Mar 05 06:55:03 +0000 2018,"@sw Truth. I got used to the term, but I should ditch it.",0.1655,76
376,FOX,Mon Mar 05 06:37:09 +0000 2018,"@notwaldorf The amount of white, privileged feminism I see is as disturbing as Twitter feminism bios. Sob.

Actions and allyship or leave.",-0.3818,77
377,FOX,Mon Mar 05 06:36:44 +0000 2018,@ezyjules ughhhhhhhhh,0.0,78
378,FOX,Mon Mar 05 06:35:06 +0000 2018,"This, with a special dedication for white, privileged, non-intersectional feminists. https://t.co/UwPxpfnUej",0.6808,79
379,FOX,Mon Mar 05 06:33:54 +0000 2018,"@decryption You also haven’t done your homework to check who actually the person running Lumineer is, because if yo… https://t.co/Flb13H9M65",0.0,80
380,FOX,Mon Mar 05 06:33:16 +0000 2018,@decryption Hi Anthony. I’m really disappointed in the Sizzle. You’ve written a horribly harmful piece of content a… https://t.co/kpTJ9RhcI3,-0.7778,81
381,FOX,Mon Mar 05 06:26:21 +0000 2018,"RT @notwaldorf: At some point in my 30s I became a party pooper feminist. Inclusion is more than straight white women. It’s trans women, bl…",0.5965,82
382,FOX,Mon Mar 05 05:18:28 +0000 2018,Reality comes at you fast. https://t.co/FYdgWyz6Ww,0.0,83
383,FOX,Mon Mar 05 02:01:34 +0000 2018,"@ellehardytweets @sw has been advocating &amp; working against exclusionary, toxic tech culture for decades (here’s a p… https://t.co/NbdO7yxlYw",0.0,84
384,FOX,Mon Mar 05 00:48:47 +0000 2018,"RT @meelijane: Know any women looking to make a jump into UX? @codelikeagirlau and @academyxi are joining forces to offer a sweet $10K, 10-…",0.4588,85
385,FOX,Mon Mar 05 00:27:32 +0000 2018,@superhighfives I need beach in my life stat,0.0,86
386,FOX,Sun Mar 04 23:39:43 +0000 2018,"Number of times I got asked to provide D&amp;I advice: countless.

Number of times I gave actionable D&amp;I advice for fre… https://t.co/81UejD06DI",0.1531,87
387,FOX,Sun Mar 04 23:20:09 +0000 2018,"Care about diversity and inclusion in tech? Before asking for free emotional labour please also consider, um, payin… https://t.co/K3131yCEHN",0.8555,88
388,FOX,Sun Mar 04 23:19:26 +0000 2018,"RT @rockbot: care about diversity and inclusion in tech? before asking someone to go out for coffee to ""pick their brain,"" please consider…",0.6705,89
389,FOX,Sun Mar 04 23:08:08 +0000 2018,RT @andizeisler: Hey boy are you a culture of unchecked power that nurtures sexual entitlement and harassment? Because people keep telling…,-0.1531,90
390,FOX,Sun Mar 04 23:07:51 +0000 2018,@Rumyra 😍🙏🏻 please do,0.3182,91
391,FOX,Sun Mar 04 22:42:20 +0000 2018,@tvalentius As we’ve told you and your managers in multiple (!) emails—there are no more tickets available. The opp… https://t.co/RYY19rsYEd,-0.3595,92
392,FOX,Sun Mar 04 22:38:52 +0000 2018,"Thanks everyone for your kindness, it’s nice to know that in a weird way, it’s possible to find community and suppo… https://t.co/sfW4gxUPCh",0.7906,93
393,FOX,Sun Mar 04 22:36:38 +0000 2018,@OphelieLechat ❤️,0.0,94
394,FOX,Sun Mar 04 22:36:29 +0000 2018,@ezyjules thank you for sharing your experiences and your kindness!,0.8221,95
395,FOX,Sun Mar 04 22:02:08 +0000 2018,"RT @amyngyn: every woman in tech knows a man who has privately mistreated her and other women but publicly markets himself as a male ally,…",0.0,96
396,FOX,Sun Mar 04 05:50:10 +0000 2018,This is the hardest day.,0.0,97
397,FOX,Sun Mar 04 05:30:09 +0000 2018,I’ve been living in Australia for over two years and this is the loneliest I’ve ever felt. I’d appreciate some internet hugs.,0.3612,98
398,FOX,Sun Mar 04 00:57:00 +0000 2018,"A few great looking events this upcoming week in Melbourne:

→ 3/6: Women and Future Work (https://t.co/eJO3zztIIi)… https://t.co/rmAd1i073F",0.6249,99
399,FOX,Sun Mar 04 00:00:24 +0000 2018,"RT @sara_ann_marie: ""Please keep politics out of your talks."" 

@redsesame on why this tech conf request is misguided—and impossible: https…",0.3182,100
400,nytimes,Thu Mar 08 23:38:30 +0000 2018,"“As a woman of color, I am pained when the powerful stories of incredible women and minorities are not brought to l… https://t.co/b8zuGSR9Kk",0.0,1
401,nytimes,Thu Mar 08 23:34:00 +0000 2018,"Diane Arbus 1923-1971

“A photograph is a secret about a secret. The more it tells you the less you know.”… https://t.co/PuTe3tuwFT",0.0,2
402,nytimes,Thu Mar 08 23:30:00 +0000 2018,"Charlotte Brontë 1816 - 1855

Despite plenty of (male) discouragement from practicing her craft, Charlotte Brontë m… https://t.co/86AuFi10t3",-0.4588,3
403,nytimes,Thu Mar 08 23:17:05 +0000 2018,"RT @jessicabennett: Since 1851, obituaries in @nytimes have been dominated by white men. Just 20% have been women. 

Today we introduce Ove…",0.0,4
404,nytimes,Thu Mar 08 23:02:02 +0000 2018,"Disney has turned to one of its favorite filmmakers, Jon Favreau, to produce and write a live-action “Star Wars” TV… https://t.co/kVD2k4rE4U",0.4588,5
405,nytimes,Thu Mar 08 22:47:06 +0000 2018,8 new books recommended by critics and editors at The New York Times https://t.co/BUnJLjEfwA,-0.1027,6
406,nytimes,Thu Mar 08 22:32:06 +0000 2018,RT @dougmillsnyt: .@realDonaldTrump hands out pens to steel workers after signing an order imposing stiff and sweeping new tariffs on impor…,-0.1027,7
407,nytimes,Thu Mar 08 22:25:02 +0000 2018,Here’s Cardi B’s “Bodak Yellow” and your 3 minutes 44 seconds of frankness in a year of feminist pandering https://t.co/OFTxde8e4U,0.0,8
408,nytimes,Thu Mar 08 22:05:05 +0000 2018,"“I am a pawn caught between the federal and state governments, like a child between 2 fighting parents. Each is thr… https://t.co/iJYsW8BVXs",0.0,9
409,nytimes,Thu Mar 08 21:55:07 +0000 2018,"“It’s more than just racist,” one activist said. “It celebrates human subjugation.” https://t.co/eHZNoiKExV",0.5719,10
410,nytimes,Thu Mar 08 21:45:08 +0000 2018,Unsubscribing from IRL junk mail is almost as easy as unsubscribing from email spam https://t.co/x9AHYuxw63,0.0314,11
411,nytimes,Thu Mar 08 21:35:08 +0000 2018,One NYT reader's reaction to a group of U.S. allies signing a broad trade deal that was originally conceived by the… https://t.co/vuaOELJ0Nw,0.0,12
412,nytimes,Thu Mar 08 21:30:26 +0000 2018,"RT @DanBilefsky: Here is how my Quebec road trip is shaping up as Canadians share tips, infused with a love of la Belle province -  https:/…",0.7506,13
413,nytimes,Thu Mar 08 21:25:07 +0000 2018,"With no collective bargaining rights, no contract and no legal right to strike, West Virginia teachers managed to m… https://t.co/ZGt0V3TPy9",-0.6808,14
414,nytimes,Thu Mar 08 21:15:13 +0000 2018,"RT @rickgladstone: Some women, impatient over the fight for equality and glacial pace of change, found large and small ways to protest — wi…",-0.7003,15
415,nytimes,Thu Mar 08 21:05:03 +0000 2018,Deceptively simple to make and the payoff is just sublime https://t.co/q3LkEi3CGq,0.0,16
416,nytimes,Thu Mar 08 21:02:29 +0000 2018,"Breaking News: President Trump signed orders authorizing tariffs on steel and aluminum, sparing Canada and Mexico a… https://t.co/caCAWB3EJc",0.0,17
417,nytimes,Thu Mar 08 20:55:04 +0000 2018,"RT @EricNagourney: BREAKING. Charlotte Brontë, woman who gave the world ‘Jane Eyre,’ has died. In, um, 1855. The NYT's @susandominus and it…",-0.5574,18
418,nytimes,Thu Mar 08 20:45:14 +0000 2018,"In Opinion

Op-Ed contributors John McCain and Angelina Jolie write, ""Around the world, there is profound concern t… https://t.co/INrpy9G6vp",0.0,19
419,nytimes,Thu Mar 08 20:44:41 +0000 2018,RT @amyfiscus: Here are the Facebook messages that a low-level Trump campaign aide in Florida unwittingly sent to Russian trolls https://t.…,0.0,20
420,nytimes,Thu Mar 08 20:35:09 +0000 2018,"A revamped TPP has been signed by Canada, Japan and 9 other nations. The U.S. had backed out of the sweeping trade… https://t.co/dlo4ZiiHTA",0.0258,21
421,nytimes,Thu Mar 08 20:25:09 +0000 2018,From everyone cares and everything matters to no one cares and nothing matters. Here are 25 songs that tell us wher… https://t.co/WrWO20bfRl,0.6124,22
422,nytimes,Thu Mar 08 20:15:14 +0000 2018,"RT @peterbakernyt: As aides head for the doors in record numbers, Trump increasingly relies on his own judgment, in effect operating a pres…",0.0,23
423,nytimes,Thu Mar 08 20:05:07 +0000 2018,"“It’s sort of disheartening at first to realize how much we humans are responsible,"" one MIT researcher said of fal… https://t.co/Is8MHKlM3C",-0.4754,24
424,nytimes,Thu Mar 08 20:02:56 +0000 2018,"In this commercial, see how The New York Times shines a light on women’s rights around the world… https://t.co/IYXFimC3RY",0.0,25
425,nytimes,Thu Mar 08 19:55:06 +0000 2018,"The sickle cell mutation arose 7,300 years ago in just one person in West Africa, scientists say. Its purpose: a sh… https://t.co/uvwLqD4yiI",0.0,26
426,nytimes,Thu Mar 08 19:45:06 +0000 2018,"Despite ominous rumblings, a trade war is not inevitable. Here's why. https://t.co/VTWS84K9GR",-0.743,27
427,nytimes,Thu Mar 08 19:35:03 +0000 2018,RT @TomJolly: A unique @nytimes special section coming Sunday devoted to  remarkable women who were overlooked in our obituaries - until no…,0.836,28
428,nytimes,Thu Mar 08 19:25:06 +0000 2018,"Michael B. Jordan says his company will adopt inclusion riders, the diversity effort championed by Frances McDorman… https://t.co/TWUvNJcIqX",0.4404,29
429,nytimes,Thu Mar 08 19:15:11 +0000 2018,RT @nytvideo: Today is International Women's Day. These are our best videos about women around the world: https://t.co/qcOdXNPcrh,0.6369,30
430,nytimes,Thu Mar 08 19:05:51 +0000 2018,"Here’s how @bxchen rated the Galaxy S9’s new features, using a series of AR Emoji https://t.co/UtoqDZpYSt https://t.co/Td3HZnYFsh",0.0,31
431,nytimes,Thu Mar 08 18:55:07 +0000 2018,"Peter Thiel, Silicon Valley’s iconoclast, argues that the anger being turned on Facebook is less about Russia and m… https://t.co/M001mevhc5",-0.743,32
432,nytimes,Thu Mar 08 18:45:07 +0000 2018,RT @MaggieAstor: The Florida legislature passed its first gun control bill in years. Here's what's in it. https://t.co/NA0srjqxYA,-0.34,33
433,nytimes,Thu Mar 08 18:35:08 +0000 2018,"Adam Rippon: ""I kind of have a feeling that I’ve used the Olympics to get myself to meet the world"" https://t.co/jycpwaju5R",0.128,34
434,nytimes,Thu Mar 08 18:25:03 +0000 2018,Cigna struck a big deal for Express Scripts. Here's what it reveals about health care. https://t.co/fm175MQ0TQ,0.296,35
435,nytimes,Thu Mar 08 18:15:07 +0000 2018,"RT @nytopinion: The next Standing Rock may be in Oregon, where the Klamath Tribes have joined with other Native American tribes to oppose a…",0.0,36
436,nytimes,Thu Mar 08 18:05:03 +0000 2018,"President Trump said he might spare close allies such as Canada, Mexico and Australia from the stiff new tariffs he… https://t.co/J4W0zK6fau",0.0,37
437,nytimes,Thu Mar 08 17:54:03 +0000 2018,RT @ckoettl: 1/8 Here’s how we used satellite images &amp; geographic data to find burned villages in the Democratic Republic of Congo. We comb…,0.0,38
438,nytimes,Thu Mar 08 17:45:08 +0000 2018,President Trump said violent video games and movies may play a role in school shootings — a claim that has been rej… https://t.co/Oic9z5FW93,-0.3612,39
439,nytimes,Thu Mar 08 17:35:07 +0000 2018,Clocks spring forward this weekend. Florida never wants them to fall back. https://t.co/tWqLL2Qooe,0.0,40
440,nytimes,Thu Mar 08 17:27:00 +0000 2018,"Henrietta Lacks 1920-1951

Cancer cells were taken from her body without permission. They led to a medical revoluti… https://t.co/ahGsObOCRA",-0.6597,41
441,nytimes,Thu Mar 08 17:23:00 +0000 2018,"Qiu Jin 1875-1907

With her passion for wine and bomb making, Qiu Jin was unlike most women born in late 19th-centu… https://t.co/BkarOc1r1g",-0.0516,42
442,nytimes,Thu Mar 08 17:19:00 +0000 2018,"Sylvia Plath 1932-1963

“Out of the ash
I rise with my red hair
And I eat men like air.” https://t.co/2BZvaJLlKW",0.3612,43
443,nytimes,Thu Mar 08 17:15:01 +0000 2018,"We are committed to doing better. We’ll be adding to this collection each week, as Overlooked becomes a regular fea… https://t.co/iRt1DJFcm4",0.5994,44
444,nytimes,Thu Mar 08 17:12:35 +0000 2018,"Historically, distant conflicts have been difficult to analyze. But new technologies allow us to investigate them i… https://t.co/KQLgXtpJmj",-0.4939,45
445,nytimes,Thu Mar 08 17:05:08 +0000 2018,"We used NASA data, satellite imagery and video forensics to investigate a recent flare-up of violence in the Democr… https://t.co/kb4GS4GERK",-0.6249,46
446,nytimes,Thu Mar 08 16:55:10 +0000 2018,"If you’re worried about the stock market, find someone to give you a hug. Let us explain. https://t.co/4fY0CMPQbY",0.2263,47
447,nytimes,Thu Mar 08 16:45:17 +0000 2018,RT @SarahMaslinNir: Yeah the subways are bad. Have you tried riding the bus?  My story on what’s gone wrong as the city buses lose record r…,-0.7964,48
448,nytimes,Thu Mar 08 16:30:17 +0000 2018,"""In my career, and I’ve been doing this since I was 14, I’ve never seen anything like this. So many more young peop… https://t.co/jJf19q2wln",-0.2755,49
449,nytimes,Thu Mar 08 16:15:16 +0000 2018,"RT @nytopinion: Trump's hires include people who confess to crimes, who are secretly operating as foreign agents, who allegedly beat their…",0.0,50
450,nytimes,Thu Mar 08 16:08:07 +0000 2018,An ex-Russian spy and his daughter are in critical but stable condition after being poisoned by a nerve agent in En… https://t.co/gUX0Uxm4YT,-0.4854,51
451,nytimes,Thu Mar 08 16:00:22 +0000 2018,How to spend 36 hours in Auckland https://t.co/iMTInGZYN8,0.0,52
452,nytimes,Thu Mar 08 15:46:03 +0000 2018,RT @nytpolitics: Robert Mueller has learned of two conversations in recent months in which President Trump asked key witnesses about matter…,0.0,53
453,nytimes,Thu Mar 08 15:30:04 +0000 2018,"""I collected active-fire data from NASA — thermal anomalies, or hot spots, that are recorded daily. It showed dozen… https://t.co/86kdZT9vJt",0.0,54
454,nytimes,Thu Mar 08 15:16:03 +0000 2018,The Republican-controlled House plans to vote next week on legislation to beef up security at the nation's schools https://t.co/KspRcraIP6,0.34,55
455,nytimes,Thu Mar 08 15:04:52 +0000 2018,"@NatalieOrnell This is just a start. We’ll be adding to this collection each week, as Overlooked becomes a regular… https://t.co/wIgq14YgOD",-0.0258,56
456,nytimes,Thu Mar 08 15:00:37 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/LplSWO0gCH https://t.co/eGXYbEWLYF,0.0,57
457,nytimes,Thu Mar 08 14:43:05 +0000 2018,RT @nytgraphics: Airports and cities around the Bay Area could be submerged in 80 years https://t.co/4WHKg5C4a2,0.0,58
458,nytimes,Thu Mar 08 14:29:03 +0000 2018,"Florida gun bill: What's in it, and what isn't https://t.co/WP3uMOood0",-0.34,59
459,nytimes,Thu Mar 08 14:21:12 +0000 2018,The video shows a black man being Tasered and beaten during a confrontation with 2 white police officers who accuse… https://t.co/cj4LG0F1U1,-0.6249,60
460,nytimes,Thu Mar 08 14:11:04 +0000 2018,"Feminist groups in Spain asked women to spend no money and to ignore chores for the day to go on a ""domestic"" strike https://t.co/Xq1ooSX9sg",-0.6369,61
